operatorcontrolnumber,difficultydate,submissiondate,operatordesignator,submitterdesignator,submittertypecode,receivingregioncode,receivingdistrictoffice,sdrtype,jasccode,natureofconditiona,natureofconditionb,natureofconditionc,precautionaryprocedurea,precautionaryprocedureb,precautionaryprocedurec,precautionaryprocedured,stageofoperationcode,howdiscoveredcode,registrynnumber,aircraftmake,aircraftmodel,aircraftserialnumber,aircrafttotaltime,aircrafttotalcycles,enginemake,enginemodel,engineserialnumber,enginetotaltime,enginetotalcycles,propellermake,propellermodel,propellerserialnumber,propellertotaltime,propellertotalcycles,partmake,partname,partnumber,partserialnumber,partcondition,partlocation,parttotaltime,parttotalcycles,parttimesince,partsincecode,componentmake,componentmodel,componentname,componentpartnumber,componentserialnumber,componentlocation,componenttotaltime,componenttotalcycles,componenttimesince,componentsincecode,fuselagestationfrom,fuselagestationto,stringerfrom,stringerfromside,stringerto,stringertoside,wingstationfrom,wingstationfromside,wingstationto,wingstationtoside,buttlinefrom,buttlinefromside,buttlineto,buttlinetoside,waterlinefrom,waterlineto,cracklength,numberofcracks,corrosionlevel,structuralother,discrepancy
2024FA0000317,4/16/2024 0:00:00,4/16/2024 15:08:49,,,C,SW,99.0,G,7810.0,O,,,K,,,,IN,V,592DS,CIRRUS,SR20,9284,120.0,,,,,,,,,,,,,EXHAUST PIPE,UNKNOWN,,EXCESS PLAY,ENGINE,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING 100 HOUR INSPECTION, NOTICED AN EXCESSIVE AMOUNT OF EXHAUST RESIDUE BUILDUP IN COWLING, ON ENGINE, AND ON FIREWALL. FURTHER INSPECTION FOUND THAT BOTH THE NUMBER 2 AND NUMBER 4 EXHAUST PIPES WERE EXCESSIVELY LOOSE AND HAD A LOT OF PLAY. THE AMOUNT OF MOVEMENT IS EXCESSIVE AND IS ALLOWING EXHAUST BY-PRODUCTS TO ESCAPE THE EXHAUST SYSTEM IN THE ENGINE BAY, RATHER THAN BEING CONTAINED WITHIN THE EXHAUST SYSTEM AND BEING BLOWN OUT OF THE TAIL PIPE. THE TWO PIPES HAD ALSO BEEN RUBBING AGAINST EACH OTHER WHICH LED TO CHAFING OF BOTH PIPES. INSPECTED 4 OTHER AIRCRAFT WE OPERATE AND FOUND THAT ALL 4 AIRCRAFT HAD LOOSE EXHAUST PIPES WITH EXCESSIVE PLAY/MOVEMENT AND EXCESSIVE EXHAUST RESIDUE IN AND AROUND THE COWLING. CONCERNS OF NOT ONLY CARBON MONOXIDE, BUT ALSO HOW THE EXHAUST LEAK WILL AFFECT OTHER COMPONENTS IN THE ENGINE BAY. ISSUE HAS BEEN RASIED WITH CIRRUS."
IPXA2022012078063,2022-04-01 00:00:00,1/20/2022 11:29:21,IPXA,IPXA,A,CE,25.0,A,5330.0,O,,,K,,,,IN,9,288UP,DOUG,MD11F,48540,80436.0,15906.0,,,,,,,,,,,,NONE,ABA7202117,,NONE,COCKPIT FLOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSPECTION TYPE:1CFORWARD FUSELAGE COCKPIT FLOOR CRACK STA. Y=360 BETWEEN X=5.25 AND X=-13.25.REPAIRED CRACKED COCKPIT FLOOR STA. Y=360 BETWEEN X=5.25 AND X=-13.25 IAW SRM 53-10-51 REPAIR 1 FIG 202 REV 68.01 (MAJOR).
FDEA202211142767,11/14/2022 0:00:00,11/14/2022 13:19:22,FDEA,FDEA,A,CE,23.0,A,5730.0,O,,,K,,,,IN,V,618FE,DOUG,MD11F,48754,80471.0,19571.0,,,,,,,,,,,DOUG,DOUBLER,ARB39548,,CRACKED,RT WING LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIGHT HAND WING LEADING EDGE COMPARTMENT SKIN DOUBLER AT APPROXIMATE STATION XOS 789 FOUND CRACKED. REMOVED AS PER SRM 51-31-01-0G. DOUBLER FABRICATED AS PER DRAWING ARB3954 REVISION K AND INSTALLED AT RIGHT WING LEADING EDGE COMPARTMENT SKIN APPROXIMATE STATION XOS 789 SRM 51-31-01-0G. REPAIR CLASSIFIED AS MAJOR PER GMM 6-2-100.
FDEA202201080310,2022-08-01 00:00:00,2/17/2022 14:19:10,FDEA,FDEA,A,CE,23.0,A,2550.0,O,,,O,,,,IN,V,528FE,DOUG,MD11F,48623,70719.0,15467.0,,,,,,,,,,,,CHANNEL,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,1521,5-123,,,,,,,,,33,R,33,R,,,,,,,"CTR CARGO - ROLLER TRAY CORROSION BLENDED OUT OF LIMITS DURING B-CHECK IN INDY - STA 1521 TO STA 5-123 AND 38"" RIGHT OF CENTER REF EA #1-2550-T0364791 PT 1 (WORK WITH S899 - EA #1-2550-T0364791 PT 2) 0003882689 : CARREDANO, CHRISTOPHER - 16-FEB-2022 05:53 REMOVED & REPLACED CHANNEL P/N 5J461006-2, REF DAC DWG N5J6775 & MD-11 SRM 51-31- 01-0G & E.A. 1-2550-T0366914 ""CARGO/LOADING SYSTEM- CENTER CARGO COMPARTMENT- CHANNEL ASSEMBLY REPAIR"""
FDEA202505180766,5/18/2025 0:00:00,5/19/2025 10:31:52,FDEA,FDEA,A,CE,23.0,A,2565.0,W,L,,K,,,,IN,C,572FE,DOUG,MD11F,48755,86217.0,18775.0,,,,,,,,,,,,TEST SWITCH,26C175282,,MISINSTALLED,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING PREFLIGHT, THE R1 PRESS TO TEST LIGHT DID NOT ILLUMINATE ON THE DOOR WHEN PRESSED. RELEASED FOR SERVICE PER MEL : 25-61-02 CATEGORY C. FOUND PUSH TO TEST SWITCH JAMMED IN TEST POSTION. REMOVED LAMP HOUSING FROM INDICATOR LAMP ASSY AND FOUND TO HAVE BEEN INSTALLED 180 OUT SO THAT IS WHY IT JAMMED IN THE PRESSED POSITION. REMOVED R1 DOOR LOWER COVER AND FOUND THE BACK CONTACT PLATE DETACHED FROM LAMP SOCKET ASSY. REPLACED INDICATOR LAMP ASSY IAW ABOVE REF, RECONNECTED PLUG JACK AND OPERATIONAL TESTS ARE SATISFACTORY."
IPXA2024050274133,2024-02-05 00:00:00,2024-02-05 13:58:45,IPXA,IPXA,A,CE,25.0,A,5210.0,O,,,K,,,,IN,9,286UP,DOUG,MD11F,48453,95996.0,19063.0,,,,,,,,,,,,CABLE,UNKNOWN,,BROKEN,L1 DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L1 DOOR SLIDING PANEL CABLE BROKEN AND PANEL DAMAGE R&R L1 DOOR SLIDING CEILING PANEL IAW AMM 25-23-23 & AMM 33-27-05. OPS CHECK GOOD.
IPXA2025030424321,2025-10-01 00:00:00,2025-05-03 14:31:49,IPXA,IPXA,A,CE,25.0,A,5753.0,O,,,K,,,,IN,V,255UP,DOUG,MD11F,48404,93449.0,21525.0,,,,,,,,,,,DOUG,HINGE BRACKET,ARC0503503,,CORRODED,ZONE 500 FLAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HINGE 1 L/H O/B FLAP O/B FWD HINGE O/B LUG #8 BORE HAS CORROSION. BR-060. ACCOMPLISHED REPAIR PER EO-92860-REQ1 AND EA 011-5740-01-B0362 IR.
IPXA2025021359559,2025-07-01 00:00:00,2/18/2025 13:50:51,IPXA,IPXA,A,CE,25.0,A,5711.0,O,,,K,,,,IN,V,255UP,DOUG,MD11F,48404,93449.0,21525.0,,,,,,,,,,,DOUG,SPAR CAP,ARB74141,,CRACKED,ZONE 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ACCOMPLISH PERMANENT REPAIR PER T/C T3F18E002KT3R ON LT WING REAR LOWER SPAR CAP BETWEEN XORS=714 AND XORS=735. ACCOMPLISH EA#: 011-5710-01-B0319 REVISION P4 STEP: 18 OK TO INSTALL 2 EA REPAIR BUSHING AT LH WING REAR LWR SPAR CAP BETWEEN STA XORS=714 AND XORS=735 IAW EA#: 011-5710-01-B REVISION P4 STEP: 18. ACCOMPLISHED REPAIR PER EO-92692-REQ1 AND VT-SAA EA 011-5710-01-B0319, REV. I/R,"
FDEA202506100861,2025-10-06 00:00:00,2025-10-06 10:02:23,FDEA,FDEA,A,CE,23.0,A,5347.0,O,,,K,,,,IN,V,643FE,DOUG,MD11F,48486,79931.0,19486.0,,,,,,,,,,,DOUG,SEAT TRACK,A6A70821,,WORN,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CABIN SEAT TRACK AT STATION 6-10 X = -27.5 FOUND CROWN WORN. CABIN-AT SEAT TRACK STATION 6-10, X=-27.5 WORN CROWN EVALUATED AND FOUND EXCEEDED LIMIT AS PER MD-11 SRM 53-00-52-1A FIGURE 101 ALLOWABLE DAMAGE 1. CROWN WORN SEAT TRACK REPAIRED BY SECTIONAL SEAT TRACK REPLACEMENT AT CABIN STATION 6-40 TO EXISTING SPLICE STATION 6-0, X=-27.5 AS PER MD-11 SRM 53-00-52-2R REPAIR 1 FIGURE 201. REPAIR CLASSIFIED AS MAJOR PER GMM 6-2-100."
DXTA2025091804990,9/16/2025 0:00:00,9/18/2025 5:45:03,DXTA,DXTA,E,GL,7.0,A,5210.0,O,,,K,,,,IN,V,846QS,TEXTRN,TEXTRON700,7000095,2386.0,1500.0,,,,,,,,,,,,DOOR,,,OUT OF ALIGNMENT,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAIN CABIN DOOR IS OUT OF ALIGNMENT FOUND THE FORWARD DOOR BUMPER MAKING CONTACT WITH THE DOOR WHEN CLOSING REMOVE 3 SHIMS BEHIND 4 DOOR BUMPER TO GET CLEARANCE WHEN DOOR IS CLOSING AGAIN CHECK TO MAKE SURE THE DOOR LATCHED AND UNLATCHED EASILY FOUND IT TO BE BINDING A LITTLE AGAIN ADJUSTED THE DOOR LATCH STRIKERS UNTIL THE DOOR LATCH AND UNLATCHED EASILY IN REFERENCE TO CESSNA 700 AMM 52-10-00 COMPLIED WITH PRESSURIZATION AND CABIN DOOR LEAK CHECK IN REFERENCE TO E700AM213000 LEAK CHECK GOOD NO FURTHER DISCREPANCIES NOTED. INSTALL NEW CUSTOMER SUPPLIED CABIN DOOR SOLENOID ALL LEAK CHECKS AND OPERATIONAL CHECKS OF MAIN ENTRY DOOR COMPLETE WITH NO DEFECTS NOTED AIRCRAFT RETURNED TO ORIGINAL CONFIGURATION ALL WORK PERFORMED IN ACCORDANCE WITH CE700 AMM 52-10-00
KNIA202210240017,10/22/2022 0:00:00,10/24/2022 13:40:29,KNIA,KNIA,E,NM,11.0,A,2497.0,B,,,A,,,,CL,O,870CB,PILATS,PC12,657,3350.0,2113.0,,,,,,,,,,,,CIRCUIT BREAKER,,,TRIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFIS 1 FAILURE FOLLOWED BY A STRONG ELECTRICAL BURNING ODOR. EFIS 1 WENT BLACK AND THE CIRCUIT BREAKER POPPED. THE FLIGHT CREW DECLARED AN EMERGENCY AND LANDED AT HND WITHOUT INCIDENT.
QXEA2022091900294,9/17/2022 0:00:00,9/19/2022 10:36:26,QXEA,QXEA,A,NM,19.0,A,5241.0,O,,,K,,,,TX,O,436QX,BOMBDR,DHC8402,4236,29918.0,32413.0,,,,,,,,,,,,NONE,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RAMP REPORTS AFT GALLEY SERVICE DOOR HARD TO OPEN AND CLOSE, REMOVED FROM SERVICE. FERRIED FOR REPAIRS. REFERENCE WO 323614, N/R-00001 FOR WORK PERFORMED. ADJUSTED AFT SERVICE DOOR SEAL I/A/W Q400 AMM 52-00-00-820-810, PAR 4G STEPS 1 THROUGH 3E AND STEP 3G. COMPLIED WITH AN OPERATIONAL CHECK OF THE AFT SERVICE DOOR REF Q400 AMM 52-41-00-710-801, DOOR OPENS AND CLOSES EASILY PER TASK. DOOR OPS CHECKS GOOD. COMPLIED WITH A LEAK CHECK OF THE AFT SERVICE DOOR REF Q400 AMM 21-00-00-863-801 AND 21-00-00-863-802, DOOR LEAK CHECKS GOOD. RETURNED TO SERVICE."
QXEA2022041800158,4/17/2022 0:00:00,4/18/2022 11:40:17,QXEA,QXEA,A,NM,19.0,A,3412.0,I,,,A,,,,CL,O,403QX,BOMBDR,DHC8402,4037,47180.0,50043.0,,,,,,,,,,,THALES,EICAS,C16221AA02,1254,FAULT MESSAGE,ZONE 200,39192.0,35319.0,7485.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"STANDBY ISI INSTRUMENT AIRSPEED AND ALTITUDE WAS FLUCTUATING IN FLIGHT AND ON THE GROUND. CREW NOTICED AIRSPEED 280 KTS AT 18,000 FEET AND CONTINUED TO INCREASE AS WE CLIMBED. DIVERTED AN ACCOMPLISHED UNEVENTFUL LANDING. REMOVED FROM SERVICE. REMOVED ISI AND PURGED PITOT STATIC LINES. NO MOISTURE WAS PRESENT. REPLACED ISI AS A PRECAUTIONARY MEASURE. REF Q400 AMM 34-12-16-000-801 AND 34-12-16-400-801. PERFORMED PITOT STATIC LEAK CHECK. ISI CHECKS GOOD. RETURNED TO SERVICE."
4MZA20220118025,1/18/2022 0:00:00,2024-10-01 10:51:29,4MZA,,E,NM,6.0,A,7120.0,O,,,K,,,,IN,V,103PA,AMAZON,MK27,371,32.0,295.0,,,,,,,,,,,,MOUNT,120098,A3M92031D48S0001,CRACKED,NR 5,23.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING SCHEDULED MAINTENANCE INSPECTION, CRACK FOUND IN MOTOR MOUNT OF SPAR #5."
KY7A20250401038,3/28/2025 0:00:00,2025-01-04 08:57:27,KY7A,KY7A,A,NM,3.0,A,2910.0,K,J,,O,,,,CR,O,366DC,EMB,EMB120ER,120288,41484.0,55654.0,,,,,,,,,,,,HYDRAULIC LINE,,,LEAKING,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LOST HYDRAULIC FLUID FROM GREEN SYSTEM. REPAIRED E1 HYDRAULIC LINE RESERVOIR TO HYD PUMP RETURN LINE. IAW EMB STANDARD PRACTICE CH 20-10-04 GROUND RUN OPS / LEAK CHECK GOOD. E1 CLEANED / INSPECTED ENGINE ASSY, TIGHTEN OIL LINE RH SIDE OF ENGINE. GROUND RUN NO LEAKS FOUND. SERVICED GREEN HYDRAULIC SYSTEM WITH HYD FLUID IAW EMB120 MM 12-13-13."
SWI2024F01260,9/30/2024 0:00:00,11/15/2024 15:26:25,SWIA,SWIA,A,NM,6.0,A,5511.0,O,,,K,,,,IN,V,610CZ,EMB,ERJ170200LR,17000198,40158.0,25844.0,,,,,,,,,,,EMB,SPAR,,,CRACKED,ZONE 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUSPECTED CRACK ON LH HORIZONTAL SPAR 1 INBD FWD LOWER FLANGE (C-CHECK RO 10/30/2024) (FILED CLOSED)REPAIRED CRACK ON LH HORIZONTAL SPAR 1 REF ETD2024-170-026288 AND TI-170-24-245. SEE CONTINUE CARD FOR WORK PERFORMED.
SIMA20220829001,8/29/2022 0:00:00,8/30/2022 7:04:13,SIMA,SIMA,A,SW,39.0,A,3350.0,O,,,K,,,,IN,V,664MS,EMB,EMB145LR,145779,43465.0,38549.0,,,,,,,,,,,,LAMP,1317,,NONE,LH,,,,,,,LAMP,1317,,LH,,,,,,,,,,,,,,,,,,,,,,,,,LH OVERWING EMERGENCY LIGHT INOP-C/A-RAR LH OVERWING EMERGENCY LIGHT LAMP IAW AMM 33-50-07
SWIA202266373,6/22/2022 0:00:00,8/30/2022 10:43:20,SWIA,SWIA,A,NM,6.0,A,5300.0,O,,,K,,,,IN,O,604CZ,EMB,EMB110*,17000181,37659.0,23741.0,,,,,,,,,,,,NONE,,,CORRODED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COCKPIT LH FLOOR STRUCTURE DOUBLER CORRODED AT SEVERAL FASTENERS AS MARKED (C-CHECK RO 8/29/2022) / REPAIRED COCKPIT LH FLOOR STRUCTURE DOUBLER BY SPLICING A NEW SECTION IN FROM FR 7 TO FR 12 AND RESTORED SURFACE PROTECTION REF ETD 2022-170-021533
JR2R20221213328,12/13/2022 0:00:00,12/13/2022 8:04:32,MASA,JR2R,B,SW,15.0,A,5511.0,O,,,O,,,,IN,V,88310,EMB,ERJ170200LR,17000427,18603.0,10833.0,,,,,,,,,,,EMB,RIB,17062642002,,CRACKED,ZONE 300,18603.0,10833.0,18603.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,RH HORIZONT STAB RIB 12 CRACKED
SWIA202265540,4/27/2022 0:00:00,4/28/2022 15:18:04,SWIA,SWIA,A,NM,6.0,A,5346.0,O,,,K,,,,IN,O,116SY,EMB,ERJ170200LR,17000411,20924.0,11428.0,,,,,,,,,,,,NONE,,,DAMAGED,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,THE I/B SEAT TRACK AT SEATS 19B & 19C ARE DAMAGED. (FILED CLOSED) REMOVED AND REPLACED THE I/B SEAT TRACK AT SEATS 19B & 19C IN REF TO AMM 25-21-11.
SWIA202265125,2022-01-03 00:00:00,3/21/2022 14:54:34,SWIA,SWIA,A,NM,6.0,A,5323.0,O,,,K,,,,IN,O,244SY,EMB,ERJ170200LR,17000598,13741.0,9905.0,,,,,,,,,,,,NONE,,,CORRODED,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,FWD WET AREA RIGHT STILL AT FR 14 HAS CORROSION ON AFT LH CORNER (C-CHECK RO 03-19-2022) REMOVED AND REPLACED FWD WET AREA RIGHT SILL AT FR 14 REF SRM 51-40-08. RESTORED SURFACE PROTECTION REF SRM 51-23-06 AND CPM 51-25-00910-001-A
QXEA2023121800183,12/15/2023 0:00:00,12/18/2023 12:20:18,QXEA,QXEA,A,NM,19.0,A,2200.0,J,,,O,,,,TO,O,657QX,EMB,ERJ170200LR,17000943,1214.0,907.0,,,,,,,,,,,,CONTROL QUADRANT,426000185,260270,MALFUNCTIONED,ZONE 200,10334.0,6380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""AT FAIL"" MASTER CAUTION ILLUMINATED ON EICAS WHILE ARMING FOR TAKEOFF (AUTOTHROTTLE CHANNELS – BOTH INOPERATIVE). REMOVED FROM SERVICE. INTERROGATED CMC, FOUND FAULT CODES 22310013TA1 AND 22310013TA2. REF E175 FIM 22-31-00-810-811-A, R+R THRUST CONTROL QUADRANT IAW E175 AMM 76-11-01-000/400-801-A, OPS TEST GOOD. REF AML 1022147 FOR LLM STATEMENT. CLEAR DEFECT. RETURNED TO SERVICE."
SIMA20220818002,8/18/2022 0:00:00,8/19/2022 7:11:05,SIMA,SIMA,A,SW,39.0,A,3350.0,O,,,K,,,,IN,V,670AE,EMB,EMB145LR,145790,43574.0,38606.0,,,,,,,,,,,,SIGN,744412,,INOPERATIVE,AFT GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMERGENCY EXIT LOCATING SIGN LIGHT INOP ON G2-C/A-RAR EMERGENCY EXIT LOCATING SIGN ON G2 IAW AMM 33-50-14 OPS CHECK GOOD.
HNAA2022102500293,2022-08-10 00:00:00,10/25/2022 9:52:34,HNAA,HNAA,A,SO,67.0,A,5320.0,O,,,O,,,,IN,V,918AE,EMB,EMB145LR,14500902,40592.0,35508.0,,,,,,,,,,,,ANGLE,,,CORRODED,FRM 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,E938535 - CORROSION IN GALLEY AREA ON CENTER HAT BEAM ANGLE PANEL AT FRAME 23 .... RAR GALLEY AREA ON CENTER HAT BEAM ANGLE PANEL AT FRAME 23 IAW EMB 145 SRM 51-40-02
SIMA20220501004,2022-01-05 00:00:00,2022-02-05 14:01:43,SIMA,SIMA,A,SW,39.0,A,3350.0,O,,,K,,,,IN,V,932AE,EMB,EMB145LR,14500915,39980.0,34667.0,,,,,,,,,,,,NONE,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMERGENCY FLASHLIGHT HOLDER AT FWD PARTION ABOVE FA SEAT ASSY. IS CRACKED-C/A-REPAIRED EMERGENCYFLASHLIGHT HOLDER BRACKET CLAMP IAW CMM 25-60-14
YENA2022042700418,4/23/2022 0:00:00,4/27/2022 15:11:32,YENA,YENA,A,EA,15.0,A,5754.0,O,,,O,,,,IN,V,265JB,EMB,EMB110*,49,40707.0,26218.0,,,,,,,,,,,,RIB,,,CORRODED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING HEAVY MAINTENANCE, CRACK: LH WING FIXED LEADING EDGE RIB #17; REF TOMX NR 00141: REPLACED LH FIXED LEADING EDGE RIB #17 IAW SRM 51-43-03, 51-42-02, 51-43-04, AND 51-41-02."
JJBA20230119014,1/18/2023 0:00:00,1/19/2023 9:03:55,JJBA,JJBA,A,EA,1.0,A,2910.0,N,,,A,,,,CR,O,14174,EMB,EMB145XR,14500876,38798.0,26490.0,,,,,,,,,,,,WARNING MESSAGE,,,FALSE ACTIVATION,HYD QTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E1 HYD LO QTY IN FLIGHT. FOUND HYD SYSTEM #2 AT MAX CAPACITY. GVI OF HYD BAYS, NO LEAKS NOTED. TRANSFERRED FLUID FROM SYS 2 TO 1, RAN BOTH ENGINES. NO LEAKS NOTED AND NO INDICATION OF AIR IN SYSTEM. SERVICED BOTH HYD SYSTEMS. TAXI, STEERING AND BRAKE SYSTEM CHECKS GOOD. NO LEAKS NOTED. OPS CHECK GOOD."
DXTA2022121976550,12/18/2022 0:00:00,12/26/2022 20:31:01,DXTA,DXTA,E,GL,7.0,A,5210.0,O,,,O,,,,TX,O,332QS,EMB,EMB505,50500184,7404.0,5908.0,,,,,,,,,,,,SEAL,50538948901,,LEAKING,PAX DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAIN DOOR: MAIN DOOR SEAL IS LEAKING. VERY HIGH PITCH NOISE COMING OUT OF THE DOOR. REMOVED MAIN CABIN DOOR RUBBER SEAL PN 505-38948-901 NSN AND INSTALLED NEW MAIN DOOR RUBBER SEAL PN 505-38948-901 NSN IAW EMBRAER PHENOM AMM CHAPTER 52-10-20. OPERATIONAL/ FUNCTIONAL CHECK GOOD. ORIG SUB DATE: 12/19/2022
HDNA2023030410001,2023-03-03 00:00:00,2023-06-03 07:28:22,HDNA,HDNA,E,SW,3.0,A,2400.0,B,G,,E,E,,,AA,O,913ET,UROCOP,EC135P2,562,6972.0,19700.0,,,,,,,,,,,THALES,MASTER BOX,45043006,1644,MALFUNCTIONED,ZONE 200,2000.0,2000.0,2000.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PILOT AND CREW SMELLED FUMES / ELECTRICAL SMELL IN CABIN DURING ENGINE START. BEFORE PRE TAKE OFF CHECKS, THE BATTERY DISCONNECT AND BUS TIE LIGHTS ILLUMINATED ON THE DASH. ASSESSED THE BATTERY VOLTAGE AND GENERATOR AMPERAGE. EVERYTHING LOOKED FINE BUT THE LIGHTS WOULD NOT EXTINGUISH. MED CREW BEGAN TO SMELL A BURNING SIMILAR TO A HOT BATTERY OR SOMETHING ELECTRICAL."
SWIA202265979,2022-12-06 00:00:00,2022-05-07 15:22:07,SWIA,SWIA,A,NM,6.0,A,5313.0,O,,,K,,,,IN,O,118SY,EMB,EMB110*,17000420,21020.0,11691.0,,,,,,,,,,,,NONE,,,CORRODED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CARGO COMPARTMENT SHEAR CLIP IS CORRODED AT FR 82 STGR 27R. (C-CHECK RO 7/1/2022) REMOVED AND REPLCED AFT CARGO COMPARTMENT SHEAR CLIP AT FR 82 STGR 27R REF EMB SRM 51-40-08. THE PART WAS REPLACED WITH OEM PART NO CHANGE TO WEIGHT AND BALANCE NOTED
JJBA20230306008,2/27/2023 0:00:00,2023-06-03 13:13:43,JJBA,JJBA,A,EA,1.0,A,5300.0,O,,,K,,,,IN,V,11189,EMB,EMB145XR,145931,39387.0,25263.0,,,,,,,,,,,,NONE,,,NONE,,,,,,,,,,,,,,,,41,42,,,,,,,,,,,,,,,,1.0,,,"CF3, LH OMEGA BEAM #5 CRACKS SUSPECTED FOUND BTW FRAME 41 AND 42 ON FLOOR STRUCTURE. CF3, LH OMEGA BEAM #5 HAS CRACKS SUSPECTED FOUND AT FRAME 41 AND 42 ON FLOOR STRUCTURE. 1 CRACK FOUND AT FR41. BEAM REPAIRED WITH A DOUBLER"
SIMA20230417002,4/17/2023 0:00:00,4/19/2023 7:39:51,SIMA,SIMA,A,SW,21.0,A,2500.0,O,,,K,,,,IN,9,909AE,EMB,EMB145LR,14500899,41225.0,37053.0,,,,,,,,,,,,UNKNOWN,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4C ESCUTION CRACKED.-C/A-RAR 4C ESCUTION IN REFERENCE WITH CMM 25-20-63. END.
R61A2024011800004,12/23/2023 0:00:00,1/20/2024 11:37:08,R61A,R61A,A,GL,11.0,A,5347.0,O,,,O,,,,IN,V,647RW,EMB,ERJ170100SE,17000067,49042.0,30948.0,,,,,,,,,,,EMB,SEAT TRACK,17099451003,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,2.0,CF2 RH IB SEAT TRACK,"OVERWING RH IB SEAT TRACK FOUND CORRODED, MX REPLACED IAW SRM 51-42-01, 51-42-02, 51-43-01, 51-43-02, 51-41-01"
2A6D20230123001,1/25/2023 0:00:00,1/25/2023 10:36:30,2A6D,2A6D,B,EA,3.0,G,5311.0,O,,,K,,,,IN,V,317AM,UROCOP,EC130B4,3506,6934.0,25559.0,,,,,,,,,,,UROCOP,FRAME,350A214099,,CHAFED,ZONE 100,6934.0,25559.0,,R,,,,,,,,,,,1790,,,,,,,,,,,,,,,,,,,,"DAMAGE WAS NOTED TO THE X1790 FRAME (P/N: 350A214099) IN THE FORM OF 2EA GOUGES AND OVERSIZED COUNTERSUNK RIVET HOLES NEAR THE INBOARD RH CAMLOC, AS WELL AS DAMAGE TO THE INBOARD RH SUPPORT (PN: 350A21-4108) IN THE FORM OF A BROKEN OFF EDGE AND OVERSIZED COUNTERSUNK FASTENER HOLES. THERE IS ALSO DAMAGE REPORTED TO 2EA OTHER SUPPORTS (PN: 350A21-4108) IN THE FORM OF OVERSIZE COUNTERSUNK FASTENER HOLES FOR THE OUTBOARD RH AND INBOARD LH CAMLOCS."
V0XR20220601AV1,3/30/2022 0:00:00,2022-01-06 11:24:47,4DPA,V0XR,B,NM,5.0,A,5315.0,O,,,K,,,,IN,V,13538,EMB,EMB145LR,145527,,,,,,,,,,,,,EMB,BEAM,14525480603,,CORRODED,ZONE 100,42837.0,33161.0,42837.0,I,,,,,,,,,,,"22,010.2","23,070.2",15,R,16,R,,,,,,,,,,,,,,,CARGO COMPARTMENT ENTRANCE SUPPORT BEAM LOWER SILL IS CORRODED
SIMA20220212003,2022-12-02 00:00:00,2/13/2022 10:35:07,SIMA,SIMA,A,SW,39.0,A,3350.0,O,,,K,,,,IN,V,615AE,EMB,EMB145LR,145087,49120.0,45466.0,,,,,,,,,,,,NONE,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERVICE DOOR EMERGENCY LIGHT INOP-C/A-RAR SERVICE DOOR EMERGENCY LIGHT LAMP IN REFERENCE WITH EMB AMM 33-50-10-000-801-A AND 33-50-10-400-801-A. OPC GOOD. END.
